-9.999998807907104492e-01,-7.062278389930725098e-01,-6.270941495895385742e-01,-6.165246963500976562e-01,-4.711908698081970215e-01,-1.004489436745643616e-01,-9.641131013631820679e-02,8.502037078142166138e-02,5.705719441175460815e-02,7.212445139884948730e-02,3.824238106608390808e-02,-2.628330886363983154e-01,-3.130925893783569336e-01,-3.197227716445922852e-01,-1.343999952077865601e-01,-1.311377733945846558e-01,2.877833843231201172e-01,1.754103600978851318e-01,2.815044224262237549e-01,2.995513677597045898e-01,2.321395128965377808e-01,3.215411603450775146e-01,2.498928457498550415e-01,2.954633831977844238e-01,-1.190452948212623596e-01,-9.170740097761154175e-02,-5.109845474362373352e-02,-1.352099627256393433e-01,-7.453966140747070312e-02,-8.029770851135253906e-02,4.441417008638381958e-02,-2.090704292058944702e-01,-2.058727741241455078e-01,-6.696609854698181152e-01,-8.112221956253051758e-01,-1.652842611074447632e-01,-1.500150859355926514e-01,8.129953406751155853e-03,-8.894398063421249390e-02,1.116117909550666809e-01,-1.675529628992080688e-01,-8.754240721464157104e-02,-1.709962040185928345e-01,3.015871047973632812e-01,3.068838417530059814e-01,3.315963149070739746e-01,3.087250292301177979e-01,-3.875665962696075439e-01,-4.025081396102905273e-01,-3.478970527648925781e-01,-6.504288911819458008e-01,-2.470791339874267578e-01,3.304165005683898926e-01,-1.525708884000778198e-01
-1.412455677986145020e+00,-1.999999821186065674e+00,-1.311501204967498779e+00,-1.242599546909332275e+00,-1.089605182409286499e+00,-6.615309119224548340e-01,-2.373999729752540588e-01,-5.581292137503623962e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.244635075330734253e-01,-5.065084099769592285e-01,-5.999517142772674561e-01,-5.926136672496795654e-01,-5.089230686426162720e-01,-3.184626400470733643e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.338547483086585999e-01,-1.848430186510086060e-01,-1.600356511771678925e-01,-1.700964272022247314e-01,-2.162199392914772034e-01,-1.401744112372398376e-01,-1.903224755078554153e-01,-3.961188942193984985e-01,-8.983168005943298340e-01,-1.417553722858428955e+00,-1.360073149204254150e+00,-1.062728792428970337e+00,-3.921700119972229004e-01,-1.377604901790618896e-01,-1.119104558601975441e-01,-6.035315990447998047e-02,-2.417834177613258362e-01,-2.314236462116241455e-01,-3.048367872834205627e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.286477446556091309e-01,-8.249810636043548584e-01,-8.099313080310821533e-01,-1.061137616634368896e+00,-9.827431440353393555e-01,-8.610280752182006836e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.627093970775604248e+00,-2.105273187160491943e+00,-3.000000059604644775e+00,-2.166985273361206055e+00,-1.818064332008361816e+00,-1.186193749308586121e+00,-7.329328134655952454e-01,-1.794065311551094055e-01,-6.403047591447830200e-03,-1.153703927993774414e-01,-4.377491250634193420e-01,-8.332161605358123779e-01,-8.517008721828460693e-01,-8.722330927848815918e-01,-6.588551700115203857e-01,-6.402491927146911621e-01,-7.771521806716918945e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.145061176270246506e-01,-2.682161182165145874e-01,-2.941167280077934265e-01,-4.079060778021812439e-01,-2.611920386552810669e-01,-3.210201710462570190e-01,-4.574529342353343964e-01,-1.235899478197097778e+00,-1.796650558710098267e+00,-2.047711908817291260e+00,-2.046876549720764160e+00,-1.583919987082481384e+00,-1.191915974020957947e+00,-5.678053335286676884e-01,-2.686273306608200073e-01,-1.404873952269554138e-01,-3.872876465320587158e-01,-4.090179577469825745e-01,-4.404690712690353394e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.919213056564331055e-01,-1.315585345029830933e+00,-1.476559013128280640e+00,-1.324665784835815430e+00,-1.582408010959625244e+00,-1.216993525624275208e+00,-5.592978596687316895e-01,-5.239577591419219971e-01
-3.116524755954742432e+00,-3.615505456924438477e+00,-3.166985511779785156e+00,-4.000000000000000000e+00,-3.232431590557098389e+00,-2.223148152232170105e+00,-1.680393666028976440e+00,-1.022004142403602600e+00,-5.212221983820199966e-01,-4.053257480263710022e-01,-8.543503675609827042e-01,-1.186153292655944824e+00,-1.229009270668029785e+00,-1.279536366462707520e+00,-1.124702960252761841e+00,-8.790853768587112427e-01,-2.743318676948547363e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.698123931884765625e-01,-5.257924422621726990e-01,-5.613674148917198181e-01,-5.415106043219566345e-01,-6.639000400900840759e-01,-9.898389577865600586e-01,-1.312428757548332214e+00,-2.013782754540443420e+00,-2.262678444385528564e+00,-2.740070939064025879e+00,-2.713822603225708008e+00,-2.388824045658111572e+00,-1.788049355149269104e+00,-1.286146529018878937e+00,-9.533218592405319214e-01,-3.545057810842990875e-01,-6.558452323079109192e-01,-5.907489359378814697e-01,-7.637233510613441467e-01,-6.550841033458709717e-02,0.000000000000000000e+00,-4.031669199466705322e-01,-9.584693014621734619e-01,-2.011590629816055298e+00,-1.804018199443817139e+00,-1.932001233100891113e+00,-1.890304207801818848e+00,-1.857539325952529907e+00,-8.120813220739364624e-01,-1.017157033085823059e+00
-4.086696326732635498e+00,-3.973080486059188843e+00,-4.575464785099029541e+00,-4.232431530952453613e+00,-5.000000119209289551e+00,-3.782052248716354370e+00,-3.177340880036354065e+00,-2.539959270507097244e+00,-2.004662388470023870e+00,-1.460951656103134155e+00,-1.195310159586369991e+00,-1.586838573217391968e+00,-1.568217873573303223e+00,-1.592095702886581421e+00,-1.466418698430061340e+00,-1.319953620433807373e+00,-5.753635615110397339e-01,-1.757325530052185059e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.694124042987823486e-01,-6.978965476155281067e-01,-7.508387044072151184e-01,-7.675812169909477234e-01,-9.196136519312858582e-01,-1.239000886678695679e+00,-1.703079402446746826e+00,-2.035753497853875160e+00,-2.449042528867721558e+00,-2.942936658859252930e+00,-3.304012238979339600e+00,-3.273478806018829346e+00,-3.012175440788269043e+00,-2.613135054707527161e+00,-1.980263136327266693e+00,-1.595076978206634521e+00,-9.312919434159994125e-01,-8.173282146453857422e-01,-8.685435056686401367e-01,-9.205253720283508301e-01,-3.852442577481269836e-01,-6.186352968215942383e-01,-1.124081373214721680e+00,-1.708936214447021484e+00,-2.339822173118591309e+00,-2.480001956224441528e+00,-2.249980628490447998e+00,-2.419782847166061401e+00,-2.149835258722305298e+00,-1.492999941110610962e+00,-1.643577188253402710e+00
-4.175913728773593903e+00,-4.765804827213287354e+00,-4.596588686108589172e+00,-5.223148211836814880e+00,-4.782052367925643921e+00,-6.000000119209289551e+00,-5.210697591304779053e+00,-4.595895290374755859e+00,-4.035844981670379639e+00,-3.442701786756515503e+00,-2.925589829683303833e+00,-2.239111468195915222e+00,-1.834564357995986938e+00,-1.804391279816627502e+00,-1.867229074239730835e+00,-1.635458603501319885e+00,-9.758388996124267578e-01,-5.404805541038513184e-01,-2.305400371551513672e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.538799360394477844e-01,-9.978498443961143494e-01,-9.740457162261009216e-01,-1.064774863421916962e+00,-1.447959601879119873e+00,-2.040458798408508301e+00,-2.332466850057244301e+00,-2.546388536691665649e+00,-2.996226467192173004e+00,-3.314064653590321541e+00,-3.423980265855789185e+00,-3.451647281646728516e+00,-3.540085196495056152e+00,-3.189255088567733765e+00,-2.763517081737518311e+00,-2.399273499846458435e+00,-2.117357626557350159e+00,-1.311071902513504028e+00,-1.080598875880241394e+00,-1.163722872734069824e+00,-5.237216949462890625e-01,-9.744124114513397217e-01,-1.490262538194656372e+00,-2.074425369501113892e+00,-2.724451467394828796e+00,-2.579276412725448608e+00,-2.651899546384811401e+00,-2.459446534514427185e+00,-2.614625349640846252e+00,-1.829632669687271118e+00,-1.884978950023651123e+00
-4.862216137349605560e+00,-4.860099241137504578e+00,-5.294550113379955292e+00,-5.680393725633621216e+00,-6.177340999245643616e+00,-6.210697591304779053e+00,-7.000000119209289551e+00,-6.247070670127868652e+00,-5.659097969532012939e+00,-5.071244001388549805e+00,-4.557515084743499756e+00,-3.767857104539871216e+00,-3.295998811721801758e+00,-2.733498975634574890e+00,-2.240768909454345703e+00,-1.955429889261722565e+00,-1.241213783621788025e+00,-8.222723454236984253e-01,-2.926446348428726196e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.249873265624046326e-01,-6.167557165026664734e-01,-1.174284167587757111e+00,-1.265633843839168549e+00,-1.656558759510517120e+00,-2.242433130741119385e+00,-2.658363709226250648e+00,-2.853358715772628784e+00,-3.128286175429821014e+00,-3.356230327859520912e+00,-3.434281889349222183e+00,-3.557228177785873413e+00,-3.635899156332015991e+00,-3.731067299842834473e+00,-3.721219137310981750e+00,-3.386828675866127014e+00,-3.065069347620010376e+00,-3.022226974368095398e+00,-2.323718652129173279e+00,-1.821360543370246887e+00,-1.436860665678977966e+00,-8.420235663652420044e-01,-1.364837333559989929e+00,-1.863715723156929016e+00,-2.433911457657814026e+00,-2.705838516354560852e+00,-2.859666973352432251e+00,-2.682915866374969482e+00,-2.786691799759864807e+00,-2.667880773544311523e+00,-2.303221121430397034e+00,-2.347387865185737610e+00
-4.775078870356082916e+00,-5.253951724618673325e+00,-5.622400283813476562e+00,-6.199345082044601440e+00,-6.539959389716386795e+00,-7.595895290374755859e+00,-7.247070670127868652e+00,-8.000000000000000000e+00,-7.238953411579132080e+00,-6.681817114353179932e+00,-6.149735569953918457e+00,-5.149295672774314880e+00,-4.712685599923133850e+00,-4.126250565052032471e+00,-3.641558259725570679e+00,-3.033060368150472641e+00,-2.138442575931549072e+00,-1.716931849718093872e+00,-1.194314479827880859e+00,-6.745811700820922852e-01,-1.637372672557830811e-01,0.000000000000000000e+00,-3.352945223450660706e-01,-8.251134827733039856e-01,-1.437029160559177399e+00,-1.943667933344841003e+00,-2.416140526533126831e+00,-2.891060451045632362e+00,-3.146785140037536621e+00,-3.413755349814891815e+00,-3.583109641447663307e+00,-3.512516427785158157e+00,-3.606849513947963715e+00,-3.618593573570251465e+00,-3.645536318421363831e+00,-3.902500659227371216e+00,-3.890145868062973022e+00,-3.906883105635643005e+00,-3.618789851665496826e+00,-3.748144537210464478e+00,-3.164161577820777893e+00,-2.641296461224555969e+00,-2.202051058411598206e+00,-1.212233081459999084e+00,-1.634558245539665222e+00,-2.129735782742500305e+00,-2.449178591370582581e+00,-2.861628659069538116e+00,-2.708545656409114599e+00,-2.841423863545060158e+00,-2.623185470700263977e+00,-2.880753494799137115e+00,-2.433971419930458069e+00,-2.470512136816978455e+00
-5.538838095963001251e+00,-6.049239587038755417e+00,-6.546485416591167450e+00,-7.117117429152131081e+00,-7.600557678844779730e+00,-8.035844862461090088e+00,-8.659097850322723389e+00,-8.238953292369842529e+00,-8.999999880790710449e+00,-8.306498110294342041e+00,-7.699320793151855469e+00,-6.602617330849170685e+00,-6.147753506898880005e+00,-5.629631057381629944e+00,-5.110368087887763977e+00,-4.514732743613421917e+00,-3.647160142660140991e+00,-3.256319329142570496e+00,-2.727428853511810303e+00,-2.264151528477668762e+00,-1.714822083711624146e+00,-1.105953812599182129e+00,-6.989845335483551025e-01,-1.123811766505241394e+00,-2.021142333745956421e+00,-2.512087091803550720e+00,-2.962880710139870644e+00,-3.250133432447910309e+00,-3.592898301780223846e+00,-3.726952517405152321e+00,-3.503843998536467552e+00,-3.523552693426609039e+00,-3.564100034534931183e+00,-3.633601969107985497e+00,-3.860700599849224091e+00,-4.075888812541961670e+00,-4.046023100614547729e+00,-4.034141302108764648e+00,-4.124596029520034790e+00,-4.427169084548950195e+00,-3.901203244924545288e+00,-3.391686424612998962e+00,-2.891219794750213623e+00,-1.958020001649856567e+00,-1.850931987166404724e+00,-2.184982016682624817e+00,-2.652212344110012054e+00,-2.683216528501361609e+00,-2.838925851508975029e+00,-2.663407438900321722e+00,-2.836946152150630951e+00,-2.731825381517410278e+00,-2.686313591897487640e+00,-2.588054597377777100e+00
-6.086973398923873901e+00,-6.570133998990058899e+00,-7.050004735589027405e+00,-7.626674473285675049e+00,-8.120049506425857544e+00,-9.101799517869949341e+00,-9.071243762969970703e+00,-9.681816875934600830e+00,-9.306497991085052490e+00,-1.000000000000000000e+01,-9.351620674133300781e+00,-8.155026212334632874e+00,-7.642658948898315430e+00,-7.119703270494937897e+00,-6.650433167815208435e+00,-6.016430277377367020e+00,-5.207436025142669678e+00,-4.778837278485298157e+00,-4.240116149187088013e+00,-3.752276211977005005e+00,-3.204403340816497803e+00,-2.619015008211135864e+00,-2.197014242410659790e+00,-1.719672620296478271e+00,-2.599260650575160980e+00,-3.103826547041535378e+00,-3.327483899891376495e+00,-3.663659520447254181e+00,-3.862905452027916908e+00,-3.719501368701457977e+00,-3.696399526670575142e+00,-3.480242028832435608e+00,-3.567198930308222771e+00,-3.786824405193328857e+00,-3.994359165430068970e+00,-4.150748386979103088e+00,-4.231544703245162964e+00,-4.308481365442276001e+00,-4.557692617177963257e+00,-4.864366739988327026e+00,-4.617537334561347961e+00,-4.117554187774658203e+00,-3.536103561520576477e+00,-2.637633949518203735e+00,-2.159947246313095093e+00,-2.402757950127124786e+00,-2.472834096755832434e+00,-2.754606490954756737e+00,-2.598410645034164190e+00,-2.733625790104269981e+00,-2.648586906492710114e+00,-2.957881651818752289e+00,-2.529375836253166199e+00,-2.842792294919490814e+00
